Approved,Gender,Income,CreditScore,BankCustomer,Industry,Ethnicity,YearsEmployed,PriorDefault,Employed,Debt,DriversLicense,Age,Citizen
0,1,8,4,1,0.692308,1,0.335,0,1,0.250,0,17.08,0
0,1,146,5,1,0.461538,0.5,0.000,0,1,2.835,0,31.25,0
0,1,22,1,1,0.307692,1,1.250,0,1,3.000,0,25.17,0
0,0,0,0,1,0.0769231,1,0.085,0,0,0.790,0,22.67,0
0,1,0,0,1,0.0769231,0,0.000,0,0,1.500,0,40.58,1
0,1,55,0,1,0.384615,1,0.125,0,0,0.460,1,22.25,0
0,0,0,0,0,0.461538,0.5,3.250,0,0,1.250,0,22.25,0
0,1,70,0,0,0.384615,1,0.125,0,0,0.125,0,22.50,0
0,1,1,0,1,0.307692,1,0.540,0,0,1.790,1,23.58,0
0,1,500,2,1,0.307692,1,0.375,0,1,0.705,0,38.42,0
0,0,60,0,0,0.461538,0.5,0.000,0,0,2.540,1,26.58,0
0,1,0,0,1,0.0769231,1,1.000,0,0,2.500,1,35.00,0
0,1,7,0,1,0.692308,1,1.500,0,0,1.085,0,20.42,0
0,1,0,0,1,0.538462,1,1.750,0,0,1.250,0,29.42,0
0,1,0,0,1,0.615385,1,1.165,0,0,0.835,0,26.17,0
0,1,0,0,1,0.307692,1,1.500,0,0,2.165,0,33.67,2
0,1,0,0,1,0.307692,1,0.250,0,0,1.250,0,24.58,0
0,0,50,0,1,0.538462,1,0.250,0,0,2.040,1,27.67,0
0,1,5,0,1,0.230769,1,0.040,0,0,0.835,0,37.50,0
0,1,3,0,1,0.461538,0.5,0.290,0,0,2.290,0,49.17,0
0,1,0,0,0,0.615385,1,0.085,0,0,0.335,0,33.58,0
0,1,4,0,0,0.461538,0.5,1.500,0,0,3.000,0,51.83,0
0,1,1058,0,0,0.307692,1,0.165,0,0,3.165,0,22.92,0
0,1,0,0,1,0.384615,1,0.085,0,0,1.540,1,21.83,0
0,1,0,0,1,0.153846,1,0.500,0,0,1.000,0,25.25,0
0,1,0,0,1,0.307692,1,2.415,0,0,2.710,1,58.58,0
0,1,1,4,0,0.461538,0.5,0.000,0,1,0.000,0,19.00,0
0,1,769,3,1,0.461538,0.5,0.000,0,1,0.585,0,19.58,0
0,0,300,1,1,0.461538,0.5,0.000,0,1,1.250,0,27.17,0
0,1,3,2,1,0.384615,1,0.375,0,1,0.875,1,25.92,0
0,1,1,2,1,0.461538,0.5,0.000,0,1,5.000,0,39.58,0
0,1,0,0,0,0,1,0.125,0,0,2.710,1,30.58,1
0,1,40,0,1,0.384615,1,0.040,0,0,3.000,1,17.25,0
0,0,0,0,0,0.846154,0.5,0.000,0,0,0.000,0,17.67,0
0,0,5200,0,1,0.461538,0.5,0.000,0,0,11.250,0,28.46,0
0,1,0,0,1,0.307692,1,0.165,0,0,0.125,0,16.50,0
0,0,1,0,1,0.461538,0.5,0.000,0,0,1.665,0,27.33,0
0,1,19,1,1,0.461538,0.5,0.000,0,1,1.125,0,31.25,0
0,1,0,0,1,0.307692,1,0.500,0,0,7.000,0,20.00,0
0,1,1,0,0,0.0769231,0,7.000,0,0,3.000,0,28.46,0
0,1,316,0,1,0.307692,1,1.500,0,0,1.625,0,39.50,0
0,1,50,0,1,0.692308,1,3.500,0,0,4.250,0,36.50,0
0,1,0,0,1,0.538462,1,0.250,0,0,0.665,1,29.75,0
0,1,350,0,1,0.769231,1,3.750,0,0,1.500,1,52.42,0
0,1,3552,0,1,0.538462,1,0.085,0,0,18.125,0,36.17,0
0,1,0,0,1,0.307692,1,0.000,0,0,0.000,0,34.58,2
0,1,0,0,0,0.307692,1,0.040,0,0,0.750,0,29.67,0
0,1,687,0,1,0.0769231,0,5.000,0,0,5.500,0,36.17,0
0,1,0,0,0,0.307692,1,1.500,0,0,0.290,1,25.67,0
0,0,0,0,0,0.307692,1,0.000,0,0,2.415,0,24.50,0
0,1,1950,4,1,0,1,0.085,0,1,0.875,0,24.08,0
0,1,0,0,1,0.307692,1,0.125,0,0,0.500,0,21.92,0
0,0,53,1,1,0.846154,0.75,0.000,0,1,1.835,0,23.00,0
0,0,10,1,1,0,1,2.790,0,1,3.000,1,27.58,0
0,1,41,2,1,0.307692,1,2.500,0,1,3.085,1,31.08,0
0,0,33,3,1,0.538462,0.25,0.040,0,1,1.375,0,30.42,0
0,1,0,0,1,0.384615,1,0.750,0,0,2.335,0,22.08,0
0,1,0,0,1,0.0769231,0.25,0.415,0,0,4.085,1,16.33,0
0,0,5,0,1,0.384615,0.25,0.085,0,0,11.665,0,21.92,0
0,1,100,0,0,0.0769231,0.25,0.040,0,0,4.125,0,21.08,0
0,1,100,0,1,0.0769231,1,0.125,0,0,6.500,0,17.42,0
0,1,1000,0,0,0.0769231,1,1.000,0,0,4.000,1,19.17,0
0,1,44,0,1,0.307692,1,0.125,0,0,0.415,0,20.67,0
0,1,0,0,1,0.769231,1,0.750,0,0,2.000,1,26.75,0
0,1,0,0,0,0.0769231,0.25,10.000,0,0,2.500,1,39.17,1
0,1,0,0,1,0.0769231,1,0.415,0,0,11.500,0,22.75,0
0,1,0,0,0,0.307692,1,0.085,0,0,2.710,0,26.50,1
0,0,35,6,1,0.0769231,1,0.165,0,1,0.500,1,16.92,0
0,1,80,1,0,0.384615,1,0.415,0,1,3.165,1,23.50,0
0,1,6,2,0,0.307692,1,0.040,0,1,0.415,0,23.75,0
0,1,0,0,1,0,1,1.165,0,0,1.080,0,34.67,1
0,1,351,2,0,0.461538,0.5,0.040,0,1,19.000,0,74.83,0
0,1,2100,0,0,0.384615,1,0.085,0,0,0.125,0,28.17,0
0,1,475,0,0,0.153846,1,0.040,0,0,13.335,1,24.50,0
0,1,1,0,0,0.461538,0.5,0.000,0,0,3.540,1,18.83,0
0,1,0,0,1,0.692308,1,0.125,0,0,1.000,1,45.33,0
1,0,892,1,1,0.692308,0.25,2.750,1,1,0.750,0,47.25,0
1,1,2000,2,1,0.692308,1,4.625,1,1,0.875,1,24.17,0
1,1,4607,14,1,0,1,6.500,1,1,9.500,0,39.25,0
1,0,0,0,1,0.307692,0.25,6.000,1,0,11.835,0,20.50,0
1,0,0,0,0,0.307692,0.25,3.000,1,0,4.415,0,18.83,0
1,1,2206,0,1,0.538462,1,1.500,1,0,9.500,0,19.17,0
1,0,5860,0,1,1,0.25,1.040,1,0,0.875,1,25.00,0
1,1,28,3,1,0.307692,1,1.665,1,1,9.250,1,20.17,0
1,1,1391,3,1,0.307692,1,1.625,1,1,7.000,0,20.42,0
1,1,2279,3,1,1,1,5.000,1,1,4.000,1,28.46,0
1,1,0,10,1,0.615385,1,3.500,1,1,5.000,1,39.00,0
1,0,100,1,1,0.461538,0.5,0.000,1,1,0.165,0,64.08,0
1,0,0,1,1,0.307692,1,1.085,1,1,3.750,1,28.75,0
1,1,5000,16,1,0.307692,1,7.000,1,1,19.500,0,31.33,0
1,0,591,2,1,0.153846,1,0.750,1,1,9.000,0,18.92,0
1,0,500,19,1,0.692308,0.25,1.835,1,1,3.000,0,24.75,0
1,0,19,1,1,0.307692,1,2.000,1,1,12.000,0,30.67,0
1,1,300,1,0,0.538462,1,2.250,1,1,4.790,1,21.00,0
1,1,1000,2,0,0.538462,1,1.750,1,1,4.000,1,13.75,0
1,0,960,0,1,0.846154,0.75,0.000,1,0,4.000,0,46.00,0
1,0,0,0,1,0.307692,1,2.500,1,0,0.000,0,44.33,0
1,1,0,0,1,0.230769,0.75,0.000,1,0,9.960,0,20.25,0
1,1,0,0,0,0.307692,0.25,2.585,1,0,2.540,0,22.67,0
1,1,0,0,1,1,1,6.500,1,0,10.500,0,28.46,0
1,0,99,4,1,0.153846,1,4.000,1,1,5.000,0,60.92,0
1,1,690,5,1,0.307692,1,1.750,1,1,0.750,1,16.08,0
1,0,0,4,1,0.692308,1,0.585,1,1,0.375,0,28.17,0
1,1,0,5,1,1,1,0.125,1,1,1.710,1,39.17,0
1,1,234,1,1,0.384615,1,1.500,1,1,7.500,0,20.42,0
1,0,500,5,1,0.230769,0.75,2.250,1,1,5.290,1,30.00,0
1,1,800,1,1,0,1,1.290,1,1,3.000,0,22.83,0
0,0,990,10,1,0.692308,1,1.750,1,1,8.500,0,22.50,0
0,0,0,0,1,0.692308,1,2.415,1,0,1.665,1,28.58,0
0,1,0,0,1,0.307692,1,2.500,1,0,1.500,1,45.17,0
0,1,0,0,1,0.384615,1,0.210,1,0,1.750,0,41.58,0
0,0,2197,0,1,0.0769231,0,1.000,1,0,0.335,1,57.08,0
0,1,90,1,1,0.692308,0.25,0.210,1,1,25.210,0,43.25,0
0,0,1,0,1,0.307692,0.25,2.750,1,0,2.085,1,25.33,0
0,0,0,0,1,0.153846,0.25,1.750,1,0,0.670,0,24.58,0
0,1,0,0,1,0.0769231,0,0.750,1,0,2.250,0,43.17,0
0,1,1,0,1,0.461538,0.5,0.000,1,0,0.835,0,40.92,0
0,1,0,0,1,0.153846,1,7.500,1,0,2.500,1,31.83,0
0,0,0,0,0,0.461538,0.5,0.000,1,0,1.585,0,33.92,0
0,0,0,0,1,0.461538,0.5,0.000,1,0,1.250,0,24.92,0
0,1,0,0,1,1,0.25,3.750,1,0,3.165,1,35.25,0
0,1,0,0,1,0.538462,0,0.250,1,0,1.750,1,34.25,0
0,1,340,0,1,0.307692,1,0.540,1,0,5.500,0,80.25,0
0,1,20,0,0,0.615385,1,2.000,1,0,1.500,1,19.42,0
0,1,200,0,1,0.0769231,0,1.000,1,0,3.000,0,42.75,0
0,1,0,0,0,0.384615,0.25,0.835,1,0,10.000,1,19.67,0
0,1,0,0,1,0.538462,1,1.165,1,0,3.790,1,36.33,0
0,1,28,10,0,0.0769231,0,0.500,1,1,1.040,1,30.08,0
0,1,0,0,0,0.769231,1,1.500,1,0,11.000,0,44.25,1
0,1,347,6,0,0.538462,1,2.625,1,1,0.460,1,23.58,0
1,1,327,6,1,0.769231,0.25,1.875,1,1,1.500,0,23.92,0
1,1,4071,7,1,1,1,0.750,1,1,1.000,1,33.17,0
1,1,0,0,1,0,1,16.000,1,0,12.000,0,48.33,1
1,1,109,1,1,0.230769,0.75,12.750,1,1,22.290,1,76.75,0
1,1,1249,11,1,0.0769231,0,0.000,1,1,10.000,0,51.33,0
1,1,134,9,1,0.923077,0.75,5.375,1,1,15.000,1,34.75,0
1,1,1344,14,1,0.538462,1,4.000,1,1,3.335,0,38.58,0
1,0,321,4,0,1,0.25,0.750,1,1,11.250,0,22.42,0
1,1,948,6,1,0.307692,0.25,0.210,1,1,0.420,0,41.92,0
1,1,0,2,1,0.538462,1,7.500,1,1,4.500,1,29.58,0
1,0,2079,16,1,0.538462,1,1.085,1,1,1.460,0,32.17,0
1,1,3000,0,1,1,0.25,0.040,1,0,0.040,0,51.42,0
1,0,2384,7,1,0.692308,0.25,2.290,1,1,2.290,1,22.83,0
1,0,458,6,1,0.615385,0.25,3.500,1,1,12.330,0,25.00,0
1,1,5298,0,1,1,0.25,1.250,1,0,1.125,0,26.75,0
1,1,200,0,1,0.307692,0.25,1.415,1,0,1.500,0,23.33,0
1,1,0,0,1,0.692308,0.25,1.585,1,0,12.335,1,24.42,0
1,1,0,0,1,0.692308,0.25,12.750,1,0,5.040,1,42.17,0
1,0,0,0,1,0.153846,1,0.040,1,0,3.000,0,20.83,0
1,1,284,11,1,0.538462,0.25,2.125,1,1,11.500,1,23.08,0
1,0,0,0,1,1,0.25,0.875,1,0,2.875,0,25.17,0
1,1,162,8,0,0.307692,1,0.375,1,1,0.375,1,43.08,0
1,0,1583,4,1,0.153846,1,0.750,1,1,0.915,0,35.75,0
1,1,59,1,0,1,1,0.040,1,1,0.540,1,21.92,0
1,0,1400,11,1,0.461538,0.5,0.000,1,1,14.000,1,65.17,0
1,0,1465,4,1,0.307692,0.25,1.000,1,1,10.000,0,20.33,0
1,1,540,11,1,0.307692,1,1.750,1,1,0.500,0,30.17,0
1,1,0,3,1,0.307692,1,1.000,1,1,6.000,0,25.17,0
1,1,4700,10,1,0.307692,1,1.500,1,1,1.625,0,39.17,0
1,1,1097,5,1,0,1,1.290,1,1,6.000,1,39.08,0
1,1,3290,8,1,1,1,1.335,1,1,0.830,1,31.67,0
1,1,0,1,1,0.230769,1,0.040,0,1,0.040,0,41.00,1
1,1,0,0,1,0,1,0.125,1,0,4.250,1,48.50,0
1,1,0,0,0,0.538462,0.25,5.250,1,0,9.000,1,32.67,0
1,1,1000,9,1,1,0.25,17.500,1,1,20.000,1,64.08,0
1,1,0,9,1,0.307692,1,8.500,1,1,15.000,0,51.58,0
1,1,5777,5,0,0.307692,1,1.000,1,1,1.750,1,26.67,0
1,1,5124,7,1,0.307692,1,0.290,1,1,0.580,1,25.33,0
1,1,1200,8,1,0.615385,1,3.125,1,1,6.500,0,30.17,0
1,1,150,3,1,0.307692,0.25,4.250,1,1,0.750,1,27.00,0
1,1,0,0,1,0.307692,1,0.000,0,0,0.000,0,23.17,2
1,1,0,0,1,0.384615,1,0.085,1,0,0.210,1,38.67,0
1,1,23,0,1,0.307692,0,0.250,1,0,0.750,0,25.75,0
1,0,4159,8,1,0.307692,1,2.375,1,1,3.000,1,46.08,0
1,0,918,3,1,0.153846,1,2.500,1,1,6.000,0,21.50,0
1,1,768,1,1,0.692308,1,1.000,0,1,0.125,0,20.08,0
1,1,3000,11,1,0.307692,1,2.000,1,1,2.415,1,20.50,0
1,0,500,4,1,0.384615,1,0.540,1,1,0.460,0,29.50,0
0,1,1,0,0,0.307692,1,0.000,0,0,1.750,1,42.25,0
0,1,0,0,0,0.384615,1,0.250,0,0,1.250,0,29.83,0
0,1,0,0,1,0.692308,1,0.125,0,0,0.250,0,20.08,0
0,1,0,0,1,0.307692,0.25,0.085,1,0,0.585,0,23.42,0
0,0,0,0,0,0.384615,1,1.250,0,0,1.750,1,29.58,0
1,1,0,0,1,0.307692,1,0.040,0,0,0.040,0,16.17,0
0,1,0,0,1,0.384615,1,0.500,0,0,3.500,1,32.33,0
0,1,0,0,0,0.769231,1,4.250,0,0,0.040,1,28.46,0
0,1,0,0,1,1,0,0.085,0,0,4.165,1,47.83,0
0,1,4,0,0,0.384615,1,0.125,0,0,1.250,0,20.00,0
0,1,1,2,0,0.692308,0.25,5.085,0,1,3.250,1,27.58,0
0,1,283,1,1,0.538462,1,0.290,0,1,0.790,0,22.00,0
0,0,0,0,1,0.307692,1,0.125,0,0,4.415,0,38.33,0
0,1,108,2,1,0.307692,0.25,0.250,0,1,1.250,1,29.42,0
0,1,9,1,1,0.0769231,1,1.585,0,1,0.750,1,22.67,0
0,1,68,1,1,0,1,2.000,0,1,4.750,1,29.58,0
0,1,375,0,0,0.153846,1,0.125,1,0,10.415,0,18.42,0
0,1,10,0,1,0.0769231,1,0.125,0,0,2.250,0,22.17,0
1,1,0,0,1,0.307692,0.75,2.250,0,0,0.165,1,22.67,1
1,0,0,0,1,0.307692,1,0.000,0,0,0.000,0,25.58,2
0,1,1,0,1,0.692308,1,0.665,0,0,0.000,0,18.83,0
0,1,0,0,0,0.615385,1,0.665,0,0,0.790,0,21.58,0
0,1,0,0,1,0.307692,1,2.085,0,0,12.000,0,23.75,1
0,1,0,0,0,0.0769231,0,0.165,0,0,7.835,1,22.00,0
0,1,1000,0,1,0.461538,0.5,0.000,0,0,2.540,0,36.08,0
0,1,0,0,1,0.769231,0.25,0.500,0,0,13.000,0,29.25,0
0,0,5,0,1,0.538462,1,1.665,0,0,0.665,0,19.58,0
0,0,809,0,1,0.692308,1,0.250,0,0,1.250,1,22.92,0
0,0,108,1,1,0,0.25,0.125,0,1,0.290,1,27.25,0
0,0,0,0,1,0.461538,0.5,0.000,0,0,1.500,0,38.75,0
0,1,0,0,0,0.384615,0.5,0.000,0,0,2.165,0,32.42,0
0,1,587,2,1,0.307692,0.75,0.960,0,1,2.460,1,18.17,0
0,1,0,0,0,0,1,0.500,0,0,0.500,1,40.92,0
0,1,350,0,1,0.153846,1,0.790,0,0,9.585,0,19.50,0
0,1,0,0,1,0.153846,1,0.250,0,0,3.625,1,28.58,0
0,1,0,0,1,0.384615,1,1.500,0,0,0.750,1,35.58,0
0,1,200,0,1,0.0769231,0,2.500,0,0,2.750,1,34.17,0
0,1,141,0,0,0.615385,1,3.500,0,0,2.250,1,33.17,0
0,1,0,0,0,0.153846,1,3.500,0,0,0.750,1,31.58,0
0,0,0,0,1,0.153846,0.25,3.000,0,0,7.000,0,52.50,0
0,1,2,0,0,0.538462,1,0.290,0,0,0.420,1,36.17,0
0,1,501,0,1,0.615385,1,0.165,0,0,2.665,1,37.33,0
0,0,351,0,1,0.307692,1,0.165,0,0,8.500,0,20.83,0
0,1,0,0,1,0.153846,1,0.250,0,0,9.000,1,24.08,0
0,1,0,0,1,0.384615,0.25,3.500,0,0,0.335,1,25.58,0
0,0,200,6,1,0.461538,0.5,0.000,0,1,3.750,0,35.17,0
0,1,2,0,1,0.0769231,0,1.000,0,0,3.750,0,48.08,0
0,0,160,1,1,0.692308,1,0.125,0,1,7.625,1,15.83,0
0,0,0,0,1,0.0769231,1,0.335,0,0,0.415,1,22.50,1
0,1,68,0,1,0.0769231,1,0.500,1,0,11.500,1,21.50,0
0,0,11,1,1,0.692308,1,0.415,0,1,0.830,1,23.58,0
0,0,0,0,0,0.461538,0.5,0.000,0,0,5.000,0,21.08,0
0,1,21,1,1,0.307692,0.25,2.290,0,1,3.250,1,25.67,0
0,0,390,0,1,0.153846,1,0.250,0,0,1.665,0,38.92,0
0,0,154,1,1,0.307692,1,0.250,0,1,3.750,1,28.58,0
0,1,0,0,1,0.153846,1,0.085,0,0,9.000,0,22.25,0
0,1,0,0,1,0.307692,1,0.165,0,0,3.500,0,29.83,0
0,0,0,0,1,0.538462,1,0.875,0,0,1.500,1,23.50,0
0,1,0,0,0,0.615385,1,1.500,0,0,4.000,1,32.08,0
0,1,0,0,0,0.538462,1,0.040,0,0,1.500,0,31.08,1
0,1,0,0,0,0,1,0.040,0,0,0.040,0,31.83,0
0,0,0,0,1,0.307692,1,0.250,0,0,11.750,1,21.75,0
0,0,5,1,1,0.307692,1,1.750,0,1,0.540,1,17.92,0
0,1,0,0,1,0.769231,0.25,0.085,0,0,0.500,1,30.33,1
0,1,1,0,0,0.461538,0.5,1.500,0,0,2.040,0,51.83,0
0,1,150,0,1,0.538462,1,5.500,0,0,5.835,0,47.17,0
0,1,2,0,1,0.615385,1,0.500,0,0,12.835,0,25.83,0
0,0,117,0,1,0.153846,1,0.500,0,0,0.835,1,50.25,0
0,1,17,0,0,0.230769,0.25,2.000,0,0,2.000,0,29.50,0
0,0,246,0,1,0.0769231,0.25,0.210,0,0,2.500,0,37.33,0
0,0,237,0,1,0.153846,1,0.665,0,0,1.040,0,41.58,0
0,1,1,1,1,0,1,0.040,0,1,7.250,0,19.42,0
0,0,50,0,1,0.461538,0.5,0.000,0,0,10.210,0,17.92,0
0,0,0,0,1,0.307692,1,0.000,0,0,1.250,0,20.08,0
0,1,364,0,1,0.384615,1,0.290,0,0,0.290,0,19.50,0
0,1,537,0,0,0.769231,0.25,3.000,0,0,1.000,0,27.83,0
0,1,2,0,1,0.0769231,1,0.335,0,0,3.290,1,17.08,0
0,1,3,0,0,0.769231,1,0.585,0,0,0.750,0,36.42,0
0,1,0,0,1,0,1,3.500,0,0,3.290,1,40.58,1
0,1,0,0,0,0.230769,0.25,1.250,0,0,10.085,0,21.08,0
0,0,394,2,1,0.307692,1,2.000,0,1,0.750,1,22.67,0
0,0,1,1,0,0.461538,0.5,2.000,0,1,13.500,1,25.25,0
0,1,750,0,1,0.153846,1,0.040,0,0,0.205,0,17.92,0
0,1,0,0,1,0.307692,0.25,8.290,0,0,3.375,1,35.00,0
